number,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,u_priority_confirmation,duracion_horas
INC0033575,Caller 1873,Opened by  174,Phone,Location 108,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,53.483333333333334
INC0033162,Caller 4225,Opened by  58,Phone,Location 108,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,False,159.35
INC0032532,Caller 1793,Opened by  501,Phone,Location 204,Category 46,Subcategory 47,Symptom 494,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 183,False,195.7
INC0033773,Caller 1270,Opened by  17,Phone,Location 51,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 183,False,50.833333333333336
INC0034350,Caller 3180,Opened by  62,Phone,Location 93,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,23.3
INC0028808,Caller 1179,Opened by  109,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,481.9166666666667
INC0034404,Caller 4818,Opened by  17,Phone,Location 93,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 183,False,21.433333333333334
INC0034358,Caller 3728,Opened by  301,Phone,Location 204,Category 46,Subcategory 88,No reportado,1 - High,1 - High,1 - Critical,Group 31,Resolver 182,True,23.35
INC0034249,Caller 2916,Opened by  501,Phone,Location 204,Category 42,Subcategory 223,Symptom 494,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 182,False,26.6
INC0033509,Caller 4753,Opened by  397,Phone,Location 108,Category 20,Subcategory 125,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 34,False,61.15
INC0032401,Caller 2831,Opened by  305,Phone,Location 143,Category 53,Subcategory 114,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,True,207.55
INC0033993,Caller 290,Opened by  20,Phone,Location 188,Category 42,Subcategory 29,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 212,False,39.7
INC0032669,Caller 2121,Opened by  131,Phone,Location 204,Category 42,Subcategory 183,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,191.8
INC0033301,Caller 1325,Opened by  131,Phone,Location 42,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 76,No asignado,False,125.1
INC0032395,Caller 2750,Opened by  305,Phone,Location 143,Category 53,Subcategory 114,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 66,No asignado,False,208.61666666666667
INC0032561,Caller 2951,Opened by  24,Phone,Location 245,Category 46,Subcategory 249,Symptom 148,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 176,False,196.55
INC0034419,Caller 99,Opened by  10,Phone,Location 51,Category 42,Subcategory 29,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,True,21.5
INC0033617,Caller 885,Opened by  79,Phone,Location 51,Category 19,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 167,True,55.03333333333333
INC0033052,Caller 5555,Opened by  55,Phone,Location 204,Category 61,Subcategory 164,Symptom 55,2 - Medium,2 - Medium,3 - Moderate,Group 72,No asignado,False,170.0
INC0034283,Caller 1695,Opened by  55,Phone,Location 205,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 62,Resolver 164,False,26.6
INC0033510,Caller 131,Opened by  463,Phone,Location 161,Category 20,Subcategory 103,Symptom 517,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,62.45
INC0031352,Caller 885,Opened by  79,Phone,Location 51,Category 8,Subcategory 281,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 76,Resolver 43,False,312.26666666666665
INC0034344,Caller 3757,Opened by  17,Phone,Location 46,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,25.383333333333333
INC0034345,Caller 4236,Opened by  17,Phone,Location 46,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,25.283333333333335
INC0027904,Caller 2924,Opened by  221,Phone,Location 161,Category 23,Subcategory 3,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 246,False,531.2166666666667
INC0034348,Caller 5258,Opened by  17,Phone,Location 46,Category 9,Subcategory 164,Symptom 462,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 31,False,25.266666666666666
INC0034354,Caller 5153,Opened by  17,Phone,Location 46,Category 9,Subcategory 164,Symptom 462,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,25.183333333333334
INC0034343,Caller 5052,Opened by  55,Phone,Location 161,Category 46,Subcategory 251,Symptom 217,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 153,False,25.8
INC0032724,Caller 5016,Opened by  17,Phone,Location 51,Category 46,Subcategory 242,Symptom 274,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,False,191.83333333333334
INC0033854,Caller 4431,Opened by  131,Phone,Location 51,Category 9,Subcategory 164,Symptom 381,3 - Low,3 - Low,4 - Low,Group 30,Resolver 201,True,50.8
INC0032710,Caller 5014,Opened by  17,Phone,Location 108,Category 24,Subcategory 42,Symptom 460,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 93,True,192.71666666666667
INC0030757,Caller 1277,Opened by  17,Phone,Location 245,Category 46,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,True,343.35
INC0033744,Caller 3067,Opened by  108,Phone,Location 54,Category 46,Subcategory 260,Symptom 284,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 237,True,55.0
INC0027869,Caller 3117,Opened by  17,Phone,Location 224,Category 23,Subcategory 3,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 188,False,534.9833333333333
INC0027766,Caller 531,Opened by  24,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 219,False,538.0
INC0027414,Caller 294,Opened by  301,Phone,Location 204,Category 26,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 219,True,560.1833333333333
INC0033934,Caller 5030,Opened by  17,Phone,Location 143,Category 53,Subcategory 114,Symptom 10,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,True,53.1
INC0034355,Caller 5629,Opened by  386,Phone,Location 43,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,32.983333333333334
INC0034359,Caller 4757,Opened by  17,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,33.833333333333336
INC0033916,Caller 1065,Opened by  62,Phone,Location 241,Category 42,Subcategory 223,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,True,57.28333333333333
INC0034318,Caller 798,Opened by  62,Phone,Location 37,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 126,True,34.9
INC0031407,Caller 5250,Opened by  58,Phone,Location 57,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,316.31666666666666
INC0027193,Caller 4036,Opened by  390,Phone,Location 188,Category 46,Subcategory 223,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 51,Resolver 25,False,597.2666666666667
INC0031674,Caller 4198,Opened by  17,Phone,Location 143,Category 57,Subcategory 170,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 25,False,302.45
INC0030679,Caller 5057,Opened by  17,Phone,Location 41,Category 44,Subcategory 59,Symptom 279,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 237,True,359.1333333333333
INC0025755,Caller 5229,Opened by  247,Phone,Location 135,Category 57,Subcategory 270,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,True,694.7333333333333
INC0028446,Caller 1784,Opened by  247,Phone,Location 232,Category 57,Subcategory 270,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,True,522.85
INC0029705,Caller 2940,Opened by  247,Phone,Location 119,Category 7,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,False,407.46666666666664
INC0029962,Caller 2940,Opened by  247,Phone,Location 119,Category 57,Subcategory 270,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,True,401.8666666666667
INC0034245,Caller 4255,Opened by  17,Phone,Location 111,Category 34,Subcategory 154,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,44.983333333333334
INC0031765,Caller 1314,Opened by  24,Phone,Location 51,Category 44,Subcategory 59,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 237,False,304.1166666666667
INC0033967,Caller 3541,Opened by  17,Phone,Location 73,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,False,63.31666666666667
INC0034389,Caller 580,Opened by  17,Phone,Location 161,Category 26,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,40.95
INC0027933,Caller 1146,Opened by  301,Phone,Location 204,Category 24,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,547.1333333333333
INC0033694,Caller 2901,Opened by  131,Phone,Location 108,Category 61,Subcategory 36,Symptom 458,3 - Low,3 - Low,4 - Low,Group 73,No asignado,False,71.41666666666667
INC0034039,Caller 3044,Opened by  17,Phone,Location 111,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,49.43333333333333
INC0031485,Caller 3502,Opened by  55,Phone,Location 204,Category 28,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 56,No asignado,False,313.3666666666667
INC0032963,Caller 4056,Opened by  17,Phone,Location 143,Category 9,Subcategory 198,Symptom 102,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,190.83333333333334
INC0032657,Caller 3737,Opened by  17,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 188,True,211.38333333333333
INC0028392,Caller 3527,Opened by  108,Phone,Location 204,Category 9,Subcategory 145,Symptom 466,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,526.2833333333333
INC0032291,Caller 363,Opened by  17,Phone,Location 108,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 50,False,235.66666666666666
INC0033674,Caller 10,Opened by  17,Phone,Location 229,Category 26,Subcategory 175,Symptom 375,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,True,72.66666666666667
INC0033568,Caller 4146,Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,74.15
INC0029131,Caller 983,Opened by  108,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 125,False,481.48333333333335
INC0032716,Caller 2347,Opened by  17,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,210.05
INC0031448,Caller 634,Opened by  17,Phone,Location 165,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 24,False,314.8333333333333
INC0032136,Caller 3119,Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,240.28333333333333
INC0028828,Caller 1939,Opened by  500,Phone,Location 161,Category 23,Subcategory 75,Symptom 250,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 217,False,501.48333333333335
INC0033600,Caller 1891,Opened by  301,Phone,Location 204,Category 46,Subcategory 88,Symptom 319,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,False,74.41666666666667
INC0034274,Caller 3429,Opened by  501,Phone,Location 136,Category 46,Subcategory 47,Symptom 93,1 - High,1 - High,1 - Critical,Group 31,Resolver 207,True,46.06666666666667
INC0034267,Caller 364,Opened by  17,Phone,Location 143,Category 28,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,46.3
INC0034316,Caller 532,Opened by  501,Phone,Location 124,Category 57,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,45.0
INC0030495,Caller 2621,Opened by  58,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,False,377.8833333333333
INC0030977,Caller 788,Opened by  17,Phone,Location 93,Category 46,Subcategory 243,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,False,354.1666666666667
INC0034401,Caller 1232,Opened by  17,Phone,Location 204,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,42.68333333333333
INC0033807,Caller 4916,Opened by  131,Phone,Location 204,Category 34,Subcategory 151,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,71.36666666666666
INC0035024,Caller 4066,Opened by  17,Phone,Location 229,Category 31,Subcategory 176,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,1.0166666666666666
INC0034151,Caller 3999,Opened by  55,Phone,Location 143,Category 53,Subcategory 80,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,49.65
INC0033360,Caller 2141,Opened by  17,Phone,Location 204,Category 40,Subcategory 44,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 41,False,138.25
INC0033669,Caller 19,Opened by  55,Phone,Location 161,Category 61,Subcategory 164,Symptom 114,1 - High,2 - Medium,2 - High,Group 73,Resolver 168,True,74.26666666666667
INC0034214,Caller 3775,Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,50.28333333333333
INC0033762,Caller 1205,Opened by  131,Phone,Location 143,Category 23,Subcategory 75,Symptom 455,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,74.18333333333334
INC0030652,Caller 2895,Opened by  17,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 76,Resolver 108,True,364.75
INC0034433,Caller 249,Opened by  17,Phone,Location 204,Category 57,Subcategory 170,Symptom 596,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 167,False,41.21666666666667
INC0033032,Caller 3352,Opened by  500,Phone,Location 69,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,192.51666666666668
INC0034244,Caller 2396,Opened by  62,Phone,Location 93,Category 57,Subcategory 185,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,49.95
INC0033844,Caller 3399,Opened by  17,Phone,Location 108,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,72.4
INC0031640,Caller 2364,Opened by  131,Phone,Location 161,Category 32,Subcategory 9,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,314.2
INC0033965,Caller 3928,Opened by  58,Phone,Location 204,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,True,68.48333333333333
INC0033879,Caller 3646,Opened by  17,Phone,Location 143,Category 23,Subcategory 75,Symptom 250,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,True,71.26666666666667
INC0034183,Caller 4413,Opened by  108,Phone,Location 128,Category 37,Subcategory 189,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,False,51.75
INC0033002,Caller 1045,Opened by  17,Phone,Location 204,Category 35,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,False,194.5
INC0032134,Caller 965,Opened by  301,Phone,Location 113,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,True,243.68333333333334
INC0034181,Caller 4413,Opened by  108,Phone,Location 128,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,True,51.833333333333336
INC0034229,Caller 1261,Opened by  17,Phone,Location 204,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,51.05
INC0034242,Caller 4370,Opened by  17,Phone,Location 204,Category 37,Subcategory 123,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,50.61666666666667
INC0033101,Caller 3779,Opened by  364,Phone,Location 51,Category 42,Subcategory 183,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,190.2
INC0033764,Caller 1270,Opened by  17,Phone,Location 51,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 183,False,75.4
INC0034313,Caller 621,Opened by  17,Phone,Location 39,Category 46,Subcategory 260,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 237,True,48.63333333333333
INC0033897,Caller 5229,Opened by  17,Phone,Location 135,Category 26,Subcategory 175,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,71.55
INC0034412,Caller 1940,Opened by  17,Phone,Location 38,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,45.666666666666664
INC0028712,Caller 2920,Opened by  17,Phone,Location 161,Category 53,Subcategory 114,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 66,No asignado,False,509.55
INC0032149,Caller 2770,Opened by  17,Phone,Location 179,Category 53,Subcategory 114,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,244.33333333333334
INC0032236,Caller 3564,Opened by  17,Phone,Location 229,Category 53,Subcategory 127,Symptom 10,2 - Medium,2 - Medium,3 - Moderate,Group 76,No asignado,False,242.0
INC0032192,Caller 1405,Opened by  24,Phone,Location 249,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,243.65
INC0032163,Caller 2364,Opened by  17,Phone,Location 161,Category 53,Subcategory 114,Symptom 596,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,244.16666666666666
INC0031340,Caller 2673,Opened by  24,Phone,Location 59,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,336.35
INC0032514,Caller 4372,Opened by  17,Phone,Location 108,Category 57,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 34,False,221.75
INC0032658,Caller 4136,Opened by  55,Phone,Location 143,Category 61,Subcategory 36,Symptom 458,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 53,True,217.01666666666668
